,工作名称,工作城市,工作地点,工作公司,工作薪资,最大薪资(K),最小薪资(K),平均工资(K),工作学历,工作标签,工作经验,招聘详情页链接
141,Python开发工程师,北京,北京·朝阳区·立水桥,途游游戏,20-40K·14薪,40,20,30.0,本科,游戏,1-3年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
142,Python开发工程师,北京,北京·朝阳区·酒仙桥,360集团,20-30K·15薪,30,20,25.0,本科,互联网,1-3年,https://www.zhipin.com/gongsi/825f0be0dd10b3991nZ-3N-8EFQ~.html
143,容器云开发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,26-50K·16薪,50,26,38.0,本科,人力资源服务,3-5年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
144,高级软件工程师,北京,北京·海淀区·学院路,志翔科技,20-35K,35,20,27.5,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/e58d095ee7c205131Hd929i1.html
145,国际化定价补贴平台开发（Java/Python/Go）,北京,北京·海淀区·西北旺,滴滴,25-50K,50,25,37.5,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/8548fadc0b5c265403V93t61EQ~~.html
146,研究院-模型生产平台开发工程师,北京,北京·海淀区·中关村,SenseTime,20-40K·15薪,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/479e410ee2aff0d21nx8294~.html
147,服务端开发工程师,北京,北京·东城区·朝阳门,艾迈科斯媒体科技,15-25K·15薪,25,15,20.0,本科,互联网,在校/应届,https://www.zhipin.com/gongsi/91d2124471f8d59e0nV-2dq4FQ~~.html
148,Python,北京,北京·西城区·长椿街,中国移动研究院,24-28K,28,24,26.0,硕士,数据服务,3-5年,https://www.zhipin.com/gongsi/82520fefdaff620f1nJ92NS9EQ~~.html
149,后台研发高级工程师 — 懂车帝,北京,北京·海淀区·牡丹园,北京字节跳动,25-50K·15薪,50,25,37.5,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
150,Python工程师,北京,北京·海淀区·西北旺,华为技术有限公司,15-30K,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
151,地图用户战略中心_用户增长后端研发工程师,北京,北京·海淀区·上地,百度,25-26K,26,25,25.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
152,Python开发工程师,北京,北京,中软国际,15-30K,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
153,后端部署开发工程师（外派字节跳动）,北京,北京·海淀区·学院路,亿达信息,13-22K·13薪,22,13,17.5,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/f4d243a526496fe21XB_29S_.html
154,风控后台开发工程师,北京,北京·海淀区·中关村,小赢科技,15-30K,30,15,22.5,本科,互联网,1年以内,https://www.zhipin.com/gongsi/e1458eab4777c3e50HF92Nm6.html
155,公共出行-后台开发（高级）工程师,北京,北京·海淀区·西北旺,腾讯,40-50K,50,40,45.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
156,python开发工程师,北京,北京·朝阳区·望京,奇安信集团,20-35K·14薪,35,20,27.5,本科,信息安全,5-10年,https://www.zhipin.com/gongsi/2380ed19723177f203d82dy6FA~~.html
157,软件开发工程师,北京,北京,华为,18-35K·16薪,35,18,26.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
158,云操作系统研发工程师,北京,北京·海淀区·知春路,神策数据,25-45K·15薪,45,25,35.0,本科,数据服务,经验不限,https://www.zhipin.com/gongsi/4845e074ed747d6a33V629S0Ew~~.html
159,高级安全研发工程师,北京,北京·海淀区·清河,小米,25-50K,50,25,37.5,本科,互联网,5-10年,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html
160,Python开发工程师,北京,北京·朝阳区·望京,数坤网络科技股份...,20-40K·16薪,40,20,30.0,本科,医疗健康,5-10年,https://www.zhipin.com/gongsi/293548364dd0485f1nxz2dW1FVM~.html
161,Python 后端开发工程师,北京,北京,北京知道创宇,15-25K,25,15,20.0,不限,信息安全,经验不限,https://www.zhipin.com/gongsi/d272aa0ee2b0eaa41XRz09y1.html
162,高级Python开发工程师,北京,北京,青藤云安全,20-35K·14薪,35,20,27.5,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/8de1f130f2c1340d0XZ_2g~~.html
163,数据服务技术支持专家,北京,北京,今日头条,15-30K,30,15,22.5,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
164,Python开发工程师 - 数据分析挖掘与处理,北京,北京·海淀区·五道口,魔门塔科技,26-50K·14薪,50,26,38.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/a3fff9582538ae7f03J92d27.html
165,高级Python工程师,北京,北京·朝阳区·立水桥,途游游戏,20-30K·14薪,30,20,25.0,本科,游戏,5-10年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
166,服务端开发,北京,北京·朝阳区·酒仙桥,360集团,20-30K·15薪,30,20,25.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/825f0be0dd10b3991nZ-3N-8EFQ~.html
167,Ceph分布式存储研发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,30-60K·16薪,60,30,45.0,本科,人力资源服务,3-5年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
168,Python高级数据分析工程师,北京,北京·海淀区·学院路,志翔科技,20-40K·14薪,40,20,30.0,本科,信息安全,5-10年,https://www.zhipin.com/gongsi/e58d095ee7c205131Hd929i1.html
169,网络研发工程师,北京,北京·海淀区·西北旺,滴滴,30-50K·15薪,50,30,40.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/8548fadc0b5c265403V93t61EQ~~.html
170,研究院-Python语言与解释器研究员,北京,北京·海淀区·中关村,SenseTime,20-40K·15薪,40,20,30.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/479e410ee2aff0d21nx8294~.html
171,后端开发工程师,北京,北京·海淀区·中关村,北京字节跳动,20-40K·15薪,40,20,30.0,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
172,数据分析工程师,北京,北京·海淀区·西北旺,华为技术有限公司,15-25K·14薪,25,15,20.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
173,算法工程师,北京,北京·海淀区·上地,百度,20-40K,40,20,30.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
174,python开发工程师,北京,北京·海淀区·西北旺,中软国际,12-24K,24,12,18.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
175,后台开发工程师,北京,北京·海淀区·双榆树,腾讯,20-40K·16薪,40,20,30.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
176,网络开发工程师(006345),北京,北京·西城区·动物园,奇安信集团,18-35K·14薪,35,18,26.5,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/2380ed19723177f203d82dy6FA~~.html
177,软件开发工程师-CDN方向,北京,北京,小米,25-50K,50,25,37.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html
178,Python开发工程师,北京,北京·海淀区·上地,华为,15-30K·13薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
179,研发工程师（偏后台研发方向）,北京,北京,北京知道创宇,18-30K,30,18,24.0,本科,信息安全,经验不限,https://www.zhipin.com/gongsi/d272aa0ee2b0eaa41XRz09y1.html
180,Golang后台开发工程师,北京,北京·海淀区·双榆树,今日头条,25-50K,50,25,37.5,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/a67b361452e384e71XV82N4~.html
181,算法研发工程师-python,北京,北京·海淀区·五道口,魔门塔科技,25-50K·14薪,50,25,37.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/a3fff9582538ae7f03J92d27.html
182,后端Python开发主程,北京,北京·朝阳区·奥运村,途游游戏,30-45K,45,30,37.5,本科,游戏,5-10年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
183,云计算开发工程师（计算、存储方向）,北京,北京·朝阳区·酒仙桥,360集团,30-60K·15薪,60,30,45.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/825f0be0dd10b3991nZ-3N-8EFQ~.html
184,Python开发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,25-35K·16薪,35,25,30.0,本科,人力资源服务,1-3年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
185,高级Python工程师,北京,北京·海淀区·学院路,志翔科技,25-40K,40,25,32.5,本科,信息安全,5-10年,https://www.zhipin.com/gongsi/e58d095ee7c205131Hd929i1.html
186,地图服务开发工程师,北京,北京·海淀区·回龙观,滴滴,25-50K·15薪,50,25,37.5,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/8548fadc0b5c265403V93t61EQ~~.html
187,研究院-数据平台Python开发工程师,北京,北京·海淀区·中关村,SenseTime,20-40K·15薪,40,20,30.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/479e410ee2aff0d21nx8294~.html
188,全栈工程师,北京,北京·海淀区·中关村,北京字节跳动,30-60K·15薪,60,30,45.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
189,云计算工程师,北京,北京·海淀区·西北旺,华为技术有限公司,20-40K,40,20,30.0,本科,计算机软件,在校/应届,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
190,自动驾驶技术部_高精地图web后端全栈工程师,北京,北京,百度,20-40K·14薪,40,20,30.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
191,POI平台开发工程师（python）,北京,北京,腾讯,30-45K·16薪,45,30,37.5,本科,互联网,5-10年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
192,Python,北京,北京·海淀区·四季青,奇安信集团,20-35K·14薪,35,20,27.5,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/2380ed19723177f203d82dy6FA~~.html
193,高级安全研发工程师,北京,北京·海淀区·清河,小米,25-50K,50,25,37.5,本科,互联网,5-10年,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html
194,Python工程师,北京,北京·海淀区·西北旺,中软国际,15-30K,30,15,22.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
195,Python,北京,北京,途游游戏,25-30K,30,25,27.5,硕士,游戏,10年以上,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
196,Python开发工程师（Openstack）,北京,北京·朝阳区·太阳宫,BOSS直聘,30-60K·16薪,60,30,45.0,本科,人力资源服务,3-5年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
197,Python数据开发工程师,北京,北京·海淀区·花园路,志翔科技,12-24K·14薪,24,12,18.0,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/e58d095ee7c205131Hd929i1.html
198,自动驾驶存储系统资深研发工程师,北京,北京·海淀区·西北旺,滴滴,30-50K·15薪,50,30,40.0,本科,移动互联网,5-10年,https://www.zhipin.com/gongsi/8548fadc0b5c265403V93t61EQ~~.html
199,python开发工程师（北京/上海）,北京,北京·海淀区·中关村,SenseTime,25-50K·15薪,50,25,37.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/479e410ee2aff0d21nx8294~.html
200,web后端工程师,北京,北京·海淀区·双榆树,北京字节跳动,20-40K·15薪,40,20,30.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
201,自动驾驶云平台解决方案全栈开发工程师,北京,北京·海淀区·西北旺,百度,30-50K·16薪,50,30,40.0,硕士,互联网,3-5年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
202,CSIG16-POI平台后台开发工程师,北京,北京·海淀区·西北旺,腾讯,20-40K·16薪,40,20,30.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
203,Python研发工程师,北京,北京·西城区·动物园,奇安信集团,18-28K·14薪,28,18,23.0,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/2380ed19723177f203d82dy6FA~~.html
204,Python开发工程师-小米电视,北京,北京·海淀区·上地,小米,15-30K,30,15,22.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html
205,游戏服务端开发,北京,北京·朝阳区·立水桥,途游游戏,20-35K·14薪,35,20,27.5,本科,游戏,经验不限,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
206,OpenStack开发工程师,北京,北京,BOSS直聘,25-50K·16薪,50,25,37.5,本科,人力资源服务,3-5年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
207,高级python后端开发工程师,北京,北京·海淀区·学院路,志翔科技,15-30K·15薪,30,15,22.5,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/e58d095ee7c205131Hd929i1.html
208,高级数据库开发,北京,北京·海淀区·西北旺,滴滴,30-60K·15薪,60,30,45.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/8548fadc0b5c265403V93t61EQ~~.html
209,Python开发工程师,北京,北京·海淀区·中关村,北京字节跳动,25-50K,50,25,37.5,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
210,云计算工程师,北京,北京·海淀区·西北旺,百度,20-40K·15薪,40,20,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
211,后台开发高级工程师,北京,北京·海淀区·双榆树,腾讯,25-35K·16薪,35,25,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
212,资深安全开发工程师,北京,北京·海淀区·中关村,SenseTime,30-60K·15薪,60,30,45.0,本科,计算机软件,5-10年,https://www.zhipin.com/gongsi/479e410ee2aff0d21nx8294~.html
213,资深python开发工程师,北京,北京·朝阳区·立水桥,途游游戏,20-35K·14薪,35,20,27.5,本科,游戏,3-5年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
214,Openstack 研发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,30-45K·16薪,45,30,37.5,本科,人力资源服务,5-10年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
215,Python后端高级开发工程师——抖音,北京,北京·海淀区·中关村,北京字节跳动,20-40K·15薪,40,20,30.0,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
216,高级开源系统工程效率研发工程师,北京,北京·海淀区·上地,百度,25-50K·16薪,50,25,37.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
217,CSIG16-地图数据后台开发工程师,北京,北京,腾讯,30-60K·16薪,60,30,45.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
218,高级研发工程师,北京,北京·海淀区·上地,滴滴,20-30K·15薪,30,20,25.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/8548fadc0b5c265403V93t61EQ~~.html
219,Python开发工程师,北京,北京·海淀区·中关村,SenseTime,25-50K·15薪,50,25,37.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/479e410ee2aff0d21nx8294~.html
220,游戏后端开发工程师,北京,北京·朝阳区·立水桥,途游游戏,15-30K·13薪,30,15,22.5,本科,游戏,3-5年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
221,高级python运维开发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,35-65K·16薪,65,35,50.0,本科,人力资源服务,3-5年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
222,高级后台开发工程师,北京,北京·海淀区·西北旺,腾讯,30-40K·16薪,40,30,35.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
223,云计算工程师,北京,北京·海淀区·西北旺,百度,15-30K·15薪,30,15,22.5,本科,互联网,5-10年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
224,后端开发工程师,北京,北京·朝阳区·立水桥,途游游戏,12-24K,24,12,18.0,本科,游戏,在校/应届,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
225,容器云平台开发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,40,20,30.0,本科,人力资源服务,3-5年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
226,Python开发工程师,北京,北京·海淀区·上地,百度,20-40K·15薪,40,20,30.0,本科,互联网,1-3年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
227,【通途】Python开发工程师,北京,北京·昌平区·南邵,腾讯,15-30K,30,15,22.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
228,服务端开发工程师,北京,北京·朝阳区·立水桥,途游游戏,20-40K·14薪,40,20,30.0,本科,游戏,1-3年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
229,中间件开发工程师,北京,北京·朝阳区·太阳宫,BOSS直聘,25-50K·16薪,50,25,37.5,本科,人力资源服务,1-3年,https://www.zhipin.com/gongsi/fa2f92669c66eee31Hc~.html
230,仿真软件开发工程师,北京,北京,百度,20-40K,40,20,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
231,后台研发工程师,北京,北京·海淀区·西北旺,腾讯,20-40K·15薪,40,20,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
232,资深Python开发工程师,北京,北京·朝阳区·奥运村,途游游戏,25-35K·13薪,35,25,30.0,本科,游戏,3-5年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
233,后端开发工程师,北京,北京,百度,20-40K,40,20,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
234,游戏服务端开发工程师,北京,北京,途游游戏,15-30K·13薪,30,15,22.5,本科,游戏,3-5年,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
235,平台后端研发工程师,北京,北京,百度,20-40K,40,20,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/ab9fdc6f043679990HY~.html
236,python高级工程师/技术经理,北京,北京·朝阳区·立水桥,途游游戏,40-60K·13薪,60,40,50.0,本科,游戏,经验不限,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
237,python工程师,北京,北京·朝阳区·立水桥,途游游戏,20-30K·13薪,30,20,25.0,本科,游戏,经验不限,https://www.zhipin.com/gongsi/97bce10e039a3a401HZ62t0~.html
238,后端开发工程师,上海,上海,达观数据,25-50K·13薪,50,25,37.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/13398c770ed6d8b61nB60tw~.html
239,Python开发工程师,上海,上海·长宁区·中山公园,乐言科技,20-40K·15薪,40,20,30.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/bfb355f61045ec851ndy39S_GFs~.html
